user_id,whisky_id,points_overall,nose_text,taste_text,finish_text,nose_rating,taste_rating,finish_rating
nallacam,3506,87.0,,,,88,88,85
Mark-E,3506,87.0,,,,88,87,86
Luigisim,3506,88.0,"Smoked, with hints of tobacco","Well balanced, seems lighter than its abv",Quite long with the smoke raising up softly and nicely,88,88,89
squaadgras,3506,89.0,,,,89,89,88
Erik Elixir,3506,85.0,"Malty, some smoke, waxy notes and oily. Some nuts, citrus, a peaty note, clean and spices - pepper. ","Waxy, dusty, leather, spices, citrus - lemon and drying.","Drying with spices - pepper, citrus - bitter and some peat.",,,
stefsel111,3506,88.0,,,,89,89,87
St. Pauli,3506,85.0,"The nose is delicate and rather spirit driven to start with. Perfumed smoke, coming from dry peat, lemon, and flowers (rose and violets). Further, the malt is a bit dusty (hay) but also honeyed (tinned peach and honey). A hint of vanilla and coconut complete the nose. ","Mildly sweet, on peach, honey and creamy vanilla. The peat is less present now. It's rather drying, with a full load of ginger. ","Mildly peaty, rather dominated by ginger and hay. Further, mint and lemon zest. ",,,
dRambo,3508,91.0,,,,92,92,90
dRambo,3508,91.0,,,,92,92,90
WhiskyLovingPianist,3508,87.0,,,,,,
Landryn,3508,92.0,,,,92,91,88
GLEN MAUR,3508,89.0,,,,91,89,89
ColdAesthetics,3509,86.0,"Bourbon bomb, lychee, papaya, honeydew melon, hint of lemon, powdered sugar, fennel, lemon grass, tick menthol, toffee, apple","Citrusy, lime, aniseed, lemon peel, grapefruit, licorice, pages, ginger, fennel, cardamom, fresh green apple, pear","Grapefruit peel, pear, green apple, medium length",,,
GLEN MAUR,3510,83.0,,,,82,82,81
hs305,3511,86.0,"The colour is pale gold and the texture shows many very small tears that consolidate to a sticky ring with medium tears and slow legs over time. The nose offers a rather shy autumn floral profile with wet haystacks, heather flowers and herbal aromas.","The taste is not very impressive on some sugary, grassy, floral and heather honey flavours with rather shy spices. Water unlocks some more aromas in the nose (honeys, fruits) and flavours on the palate (sweet fruits) and it reduces the dryness both in the mouthfeel and finish. I like this dram best when reduced to about 46% abv.","The initial mouthfeel is peppery and slightly coating with a drying-astringent feeling that is not to my liking. The finish is of medium length and much spicier than the taste (peppers, chili) with that drying-astringent ending again (like the first mouthfeel).",87,85,86
Dhugal MacArdry,3511,86.0,,,,88,86,84
Defeatless,3511,86.0,"Sweet, fruity and a little sour note, like citric acid. In the background there are some dusty notes. Overall it smells even a bit young although 23 years old. With a drop of water everything gets more balanced and I get a little chalk note.","Sweet and soft. A very sweet whisky, which comes with a sweet arrival. After half a minute it turns a little sour. Which isn't bad at all. With water: it all calms down a bit but doesn't change much.",Medium length. Again the sweetness followed by the citric acid. But there are some delicate wood notes in here too. With water: some of the dusty notes are more prominent.,87,86,86
Allandale,3511,87.0,"Sweet, syrupy, parkin-like.","Very appetizing , fresh, clean sweetness. Very good flavour development.",Long. Marzipan and nutty dryness.,,,
zby0001,3511,89.0,,,,89,88,88
mmaclean,3511,,,,,,,
Collector57,3511,,"Thai Basil when neat.        Diluted a   little, strawberries!!","Sweet, sweet malt and fruit. A generous helping of toffee ice   cream.","Medium , slightly   bitter at the very end",,,
stefsel111,3512,89.0,,,,88,90,88
Hvdree,3512,88.0,,,,87,90,88
JacobaEd,3512,88.0,,,,85,88,89
markjedi1,3512,87.0,"On the very sweet nose (of a PE at least) I get loadsof vanilla and candy sugar, marshmallows, lemon grass, banana and creamybutter. What a combination! In the second layer the more typical aromasarrives, such as linseed oil and freshly cut grass, as well as hints of oystersap. A little smoke and even less salt, however.","Very oily, but the attack is rather soft, despite theABV. Sweet and salt lock heads, but salt is victorious. Pepper and peat jointhe fray in full battle dress. The sweetness retreats. Nice evolution.","In the finish, which is medium long, the vanilladares, under the protection of the peppers, to show its face at the frontlineonce more.",,,
Hvdree,3514,89.0,,,,88,91,88
ASWhisky,3515,62.0,Manure from the cowshed mixed with soapy water,"very dominant when starting the wrong note violet oil ...  with a flashback to the cowshed and the soapy water  with much love and effort:  floral notes, some chocolate and tired fruits","Violet oil, flowers, chocolate,",,,
Jackson05,3515,73.0,,,,,,
lachaineduwhisky,3515,,"Floral, delicate, with a touch of bacon but also a little soap.","Ooh La La ! Ultra fluid to the touch.  But then in terms of aromas, it's SOAP A VIOLET!",And it continues !!! Persisting with that!,,,
dinis,3515,91.0,,,,,,
KauffmanMD,3515,80.0,,,,75,82,82
Dottore,3515,82.0,,,,,,
SUSPIRIA.FOX,3515,90.0,,,,91,90,88
Alex Fridays,3515,92.0,,,,,,
Tom na Gruagaich,3515,90.0,,,,,,
peatbogger,3515,83.0,,,,90,82,83
I_SPEY,3516,85.0,"Plums, lemon and liquorice; also almonds; with water the nose becomes 'thicker', butterish and fruityer.Especially the plums!","(neat): plums, lemon, liquorice, almonds. Gooseberries? with water: very fruity, salty and lemony. Salty.    ",Long and (rather) salty!! But a very lovely whisky!,,,
André ,3517,86.0,,,,90,87,84
Rozenbankje,3517,87.0,,,,88,87,87
barryfox915,3517,70.0,,,,,,
boborban,3517,87.0,,,,,,
markjedi1,3517,85.0,"I get classic sherry notes on the nose, such as raisins and cinnamon andcloves. Loads of nuts, both almonds and hazelnuts. After a few moments, itopens up to reveal strawberries and chocolate. The sherry is very prominentindeed.","The attack is creamy, honeysweet and softly spiced. Again loads ofsherry. Slightly drying, thanks to the wood. Good body.","The finish is medium in length, again on sherry and spices.",,,
I_SPEY,3517,88.0,"Neat: lovely body, with red fruit, cognac, sherry and wood;ww: the body becomes even better with strawberries and chocolate!!!","Neat: sherry, fruit, chocolate and wood. Even better with a few drops of water, but also (?) drier. Raisins and the cognac(although I don't like cognac).Nevertheless it stays nice,imho.  ","Sherry, spice and pepper; all together a nice, lovely and easy whisky!",,,
sagara-kun,3518,85.0,"Very nice nose, delicate but intense. Sweet honey, barley, quince jam. Elderflower. A nice dose of fruit from the orchard. Apples, pears, very juicy. Light dust. Rather simple, but successful.","In the mouth it is oily. Pear, apple, lemon. Pineapple peel. And a big woody astringency. Pepper.","Astringent finish on wood, pepper, quince, pear.",90,83,83
Squinugie,3519,84.0,,,,84,84,83
Peter87,3519,85.0,,,,85,85,84
peathead,3519,84.0,,,,,,
Georges,3520,90.0,,,,90,90,89
Georges,3520,90.0,"Buttery, creamy, vanilla, honey, spicy, coffee, mint, oaky","Creamy, vanilla, chocolate, some smoke, spicy (curry, peppery), honey, fruity (green apples), some bitterness","Long, smoky, spicy, honey",,,
rifkin,3521,,,,,,,
barryfox915,3521,72.0,,,,,,
hs305,3522,83.0,Quite an interesting nose with this one - extremely nutty (like freshly cracked walnuts). Never had it that strong before. Some more floral and grassy aromas lurk in the background and it takes some time to find them.,"The initial mouthfeel is not very impressive, rather weakish (a higher abv would have helped, dear G&M). As is the palate: okayish, no significant flaws but nothing to remember the day after tomorrow.",Same with the finish: rather short and unimpressive...,85,83,82
MaltMartin,3522,90.0,"Sweet fruitiness of pineapple, papaya and yellow apples. Turkish delight. Cake mix and custard associations. Polished oak. A little eucalyptus oil later on. Very nice!","Lots of toasted oak now with vanilla and honey. Later on fruitiness again of lychees and mango. Peel zest at the background. Some barley sugar. Lacy texture. It's all very light, gentle and complex.","Long, sweet and lingering. A little white pepper. Well balanced classic whisky.",,,
pere,3522,82.0,"Fruity, a bit of sweetness, a bit light, a bit of flowers, nectar, spices, a hint of sherry.","Light fruitiness, spices, a hint of sherry, a whiff of peat, sour pineapple.","A hint of smoke, spices, sweetness.",,,
whiskey-noter,3522,96.0,,,,,,
lincolnimp,3522,85.0,,,,83,83,83
lincolnimp,3522,85.0,"Cola cubes, shoe polish, al little honey and faint whiffs of apple.",First impression it is a little thin on the palate with some bitterness. There is some toffee sweetness soon after. I think the oak is evident but is not overpowering. My impression of bitterness has gone now and at the end there is a little fruit.,Unusual because complete fade out from the front of the palate but some lingering smoothness at the back.  I can only put this down to my initial thoughts of it being thin on the palate?,,,
addyhd,3522,90.0,,,,,,
Gronqvist,3522,88.0,,,,,,
dr.mad,3523,74.0,,,,76,75,71
Tim-R,3523,77.0,,,,73,77,76
André ,3523,82.0,,,,84,80,82
Bachess,3523,,"Carries leather, tobacco, ginger and spices.","Burnt orange, macerated fruit, chocolate praline.","Citric, mellow and fragrant.",,,
Baanaanaabob,3524,88.0,,,,,,
lachaineduwhisky,3524,,"Character of the sherry affirmed: leather, clove, cooked fruits, chocolate. Sweet, but deep and generous. We also have vanilla and a touch of star anise.","In the mouth, sweet and accessible. Delicately spicy. Fine but not aqueous texture, very slight bitterness on the finish. Great presence for 43%.","Final a little weak, even for 43%, but consistent with the above. Spicy aftertaste.",,,
markkerr02,3524,89.0,,,,,,
zby0001,3524,87.0,,,,88,87,87
karloff,3524,88.0,,,,90,92,87
cherokee0815,3524,92.0,Sherry and fruits,"Silky Sherry, sweet caramel","very long & warn finish,",,,
karloff,3524,88.0,Smells divine with the sherry complimenting the dried and cooked fruits,"This is a christmas cake in a glass, full bodied and is sweet and smooth",Long and very warming,,,
magic_slim,3525,87.0,"Slightly tingling and surprisingly fresh. Wood and something fruity like unripe pears and kumqats were my first impression. After breathing for some time it is becoming milder, rounder and sherry, oranges and toffee come to the fore. A complex and beautiful nose.","Relatively light. Camphory and spicy at first. Old wood, plenty of spices, grapefruit zest, ginger, camphor, kumqats and sherry.",Long and oaky with lots of spices. Lasts on and on and on ... The wood is becoming slightly dry and  unpleasant after some time.,,,
MaltMartin,3526,88.0,"Starts quite mineral with wet stones. Followed with yellow apples, melon and conference pears. A little grassines as well. Some cardboard. Whiff of smoke at the background.","Surprisingly rich and round with lots of tropical fruit; pineapple, mango and papayo. Later on more zestiness of citrus fruit and lemon curd. Orange peel. Also sugared almonds and pistachio's. The lingering sappy oak makes the palate really complex.",Quite long and fresh. Bitter-sweetness of grapefruit. Well balanced Millburn from this sadly lost distillery,,,
DrinkingWhisky,3526,88.0,,,,,,
ColdAesthetics,3526,90.0,"Esther, hint of smoke, sweet malt, some salt, exotic","Fruity oily, ginger, licorice, mandarin, pickled apricot, apple peel","Long, exotic fruit remains, warmth, ginger",,,
InbhirNis,3526,89.0,,,,,,
Dre73,3526,87.0,"Very fruity, citrus, tropical fruits, pear, apple. Sweet as well, vanilla. Later on alcohol gets more prominent, and a hint of bonfire smoke appears","Smooth but a pretty full body, gentle. Tropical fruits, pineapple, some orange, some honey, peach","Now a little pepper appears, full, fruity, a little bitter underneath, grapefruit. Honey. Pretty long",87,87,86
stefsel111,3526,88.0,,,,88,89,88
lachaineduwhisky,3526,,"Fresh, slightly floral, subtle vanilla. Toffee melted at the opening, sign of age. Very slightly frangipane. Develops on citrus fruits.","Palate: frangipane, melted, velvety, but also very spicy without ever being drying or aggressive.",Final consistent. Spices sparkle in the length.,,,
GlenSikkes,3526,,,,,,,
Erik Elixir,3526,87.0,,,,,,
alectron,3526,87.0,"sweet, pear & apricot/peach ester, cinnamon, vanilla, cereal, light earth/peat, cardboard, (86)","nice fruity sweetness, quince, slightly pre-ripe honeydew melon, vanilla, pine sap (89)","wood & spices, more malt, hazelnut, a slight smoke trail and a bit of mint (half mint-leaves / half menthol)(87)",,,
RobbievdB,3527,92.0,,,,,,
Dram Dracula,3527,90.0,,,,,,
mika417,3527,94.0,,,,,,
dRambo,3527,91.0,,,,93,91,90
Erik1908,3527,90.0,,,,91,90,90
Cask1988,3527,,,,,,,
Helgo,3527,92.0,,,,93,91,93
djork,3527,92.0,,,,93,90,93
Titi94,3527,91.0,,,,,,
markjedi1,3527,86.0,"The nose alone is a feast. Sherry, caramel, roastedalmonds and hazelnuts, Nutella chocolate spread and a leaf of mint. Somecinnamon. Slowly but surely some roast beef creeps in. Rather complex and very,very good.","The attack is not very powerful, but nevertheless justenough punch. Quitesome oranges now. And pretty spicy. Something slightly metallic. Could that bethe beginnings of OBE? Really? Midpalate, it regains it balance, becomes sweetand warm. Coffee liqueur and parlines. Tannine and woodspicetowards the end.","The finish is warm, long and spicy with a lot of oakon the deathbed.",,,
Kevdem,3528,,,,,,,
Bachess,3529,85.0,"Fruit cake, marmelade and a hint of wet leaves.","Some burn, again fruity and floral (hints of citrus, lemon, oranges).","Quit long, sweet and hints of ginger and pepper.",,,
Fahrradfahrer,3530,,,,,,,
pere,3532,82.0,"Smoky, peat, iodine, salt, coal tar, a bit of fruity sweetness.","Powerful, smoke, iodine, peat, sweetness, a bit burned, wood tar.","Peat, a bit of ash, smoke, a bit bitter, fruity sweetness, wood tar.",,,
WhiskyLovingPianist,3532,87.0,,,,,,
St. Pauli,3532,88.0,"Vanilla, smoked bacon, ham, iodine, wood, lemon","Full-bodied and briny. Iodine, bacon, vanilla",Long and briny. Smoked bacon and almonds.,,,
Hvdree,3532,89.0,,,,90,90,89
JacobaEd,3532,88.0,,,,90,90,88
ctu,3532,88.0,"Vanilla, sweet peat, herbals, salty caramel, metals, camphor and plum","Metallic. Freshly grated lemon peel, salt, vanilla, spicy oak, ash","Long, creamy, sweet, ashy",,,
lincolnimp,3532,81.0,,,,80,81,80
Prof.Schoof,3532,,,,,,,
Furtia,3532,83.0,,,,86,83,79
Macerik,3533,82.0,,,,81,82,82
JacobaEd,3533,84.0,,,,84,84,84
Cast Olila,3533,73.0,,,,72,70,69
Baanaanaabob,3534,89.0,,,,,,
GLEN MAUR,3534,,,,,,,
aby,3534,89.0,,,,,,
hs305,3535,89.0,"The colour is pale gold and the nose is punchy first due to the high abv. After my olfactory cells adapted to this a fruity (trademark Glen Ord) and malty profile appears which enfolds nicely upon breathing. There are lots of additional aromas to detect over time, among them coffee, oily, waxy and autumn floral impressions. This is a very old-stylish nose - complex and full of surprises but no easy-to-identify aromas. It requires both patience and time to unlock its secrets but it is worth the effort.","The taste is very fruity (exotic fruits mainly) and honey-sweet with a lot of other flavours join in over time. It is not really layered but very chewable and I suggest to do so for some time. Nice spices are released (peppers, cloves, mint and more), a tasty bitter tea-ish note and even an impression that reminds me of old cognac. Not too bad!",The dram arrives hot and coating on the palate with some peppery moments. The finish is of medium length and adds more barley sugars which turn it rather simple and less interesting than the taste. Some water makes the nose even more punchy and smoothes / sweetens the taste but the interesting flavour components are (almost) gone now. More water releases waxy-earthy aromas in the nose but flattens the taste - I like the power and profile of the neat dram best.,89,90,88
markjedi1,3535,87.0,"OMG, this is a very interesting nose! Loads of dried yellow fruit, toffee, coffee grinds, strawberry marmalade and mint. Reminds me a tad of After Eight. But mostly – and this does not sound good, but can be truly magnificent in a whisky – rotting oranges. And some soft woodsmoke. Lovely nose that can easily entertain you for more than fifteen minutes.","Ka-boom! Very powerful arrival – which is no surprise, of course – with a very waxy note. Lots of menthol, quinine, dried aprictos, mandarin, strawberry again, candy cherries and coconut. Earl Grey tea (which is kinda funny after the coffee on the nose). Very spicy on nutmeg and black pepper. Sweet, dry, balanced and old school. In one word: delicious!","The long, warm finish even hints at some peat in the mix. Could it be? ",,,
DocF,3535,88.0,,,,,,
Kalleholzbein,3535,90.0,,,,91,91,88
PatSch23_12,3535,92.0,"strong alcohol bite that the nose has to get used to - cooling mint, fresh and dried. However, a nice note of beeswax is immediately present underneath, later dried flowers, hay meadows and dusty granaries. Over time more and more spice lemons and coffee grounds","As expected, powerful, but does not hit the tongue. Good earl gray with a well proportioned bergamot, lies on the mucous membranes in a waxy manner. Porridge with light dried fruit and coconut chips and still grassy and spicy, like an aromatic tonic water","long, dry, warming and with a pleasant amount of wood smoke, as is often the case with old bottles",,,
Teresa,3535,90.0,,,,90,91,90
Dhugal MacArdry,3535,90.0,,,,90,93,88
Simo,3535,89.0,,,,88,89,89
Luigisim,3535,88.0,,,,87,88,89
kimmosuo,3535,84.0,,,,87,83,83
keizerjos,3538,83.0,,,,,,
Avatar,3538,78.0,,,,,,
The Macallan,3538,75.0,,,,,,
boborban,3539,87.0,,,,,,
Malt Hans,3541,79.0,,,,,,
GlenSikkes,3543,,,,,,,
Jackson05,3544,76.0,,,,,,
zinaf,3545,87.0,Some signature GS notes are coming out first but very raw and unadulterated - the barbecue and old socks cooked with some fresh herbs (all that in a good way); vanilla and grassy notes are added.Water makes the whole a bit softer.,Very sweet; nice vanilla. The ABV is not noticeable. Light peppery note.,medium,,,
Bachess,3545,,"Clean with autumnal fruit , gristiness and light peat.","Carries dried hay, herbal sweetness and a salty dryness.","The sweetness of green malt, short but pleasant.",,,
Tom na Gruagaich,3546,90.0,"He teases his nose a bit shyly, but then comes the massive sherry barrel load of European oak, dried fruit, spices, black pepper, a bit grassy but spicy, a hint of forest honey. It opens with water and brings the whole spectrum from above in an even greater intensity, especially the sweeter notes increase without losing the spice.","Pure amazingly mild and soft at first, but after 6-7 seconds the spice and pepper drumstick strikes. Spices, oak, but a nice sweetness to balance in the background. With water almost more spice-laden at the beginning, more oak, but the sweet sherry notes are in the background and keep the whisky (just now) in balance before it becomes too woody. But that's great.","long, spice load, oaky, but also a lot of nice sweetness, not thin, but sticky sweet spicy. With water tends to be a bit tart and dry.",,,
Archer,3546,87.0,,,,86,87,88
Archer,3546,87.0,"With water: a leathery and woody nose, candied with blackberries, black currants and blueberries. Marzipan bread, milk coffee, vanilla. Very promising.","Also diluted still with a strong start. Starting with leather and tobacco, it swings quickly to dried fruit (plums). For such a young bottling he has a strong wood note. Slightly bitter, but not unpleasant. Cocoa, chocolate, roasted coffee beans.","Long, with berry sweets and chocolate.",,,
Marko_I,3546,,"dry, woody, roasted sugar, fruit bread, dried fruit, almonds, nut ... with lots of water sweet, orange marmalade, caramel, marzipan","strong, bitter-sweet-spicy, dark chocolate, coffee, dried fruit ... leather, tobacco, old wood ... tolerates a lot of water without faltering","long, dry, oak, dark chocolate",,,
Cast Olila,3546,90.0,,,,90,91,90
GlenSikkes,3546,,,,,,,
Igor,3546,89.0,"Donald Duck bubblegum, melon, strawberries, paint vehicle?, blacking, plum compote, ginger powder, custard cream biscuits, mild sweetish hookah smoke.","Hot, pungent, continuously explosive. Corn/grain, lime, soaked plums, apricot, orange zest, plain chocolate, cupcake.","Mouth-warming citrus, zest, milk chocolate, cream, toffee, spices.",,,
GLEN MAUR,3546,90.0,,,,89,90,91
Furtia,3547,84.0,,,,83,84,83
Roel,3547,88.0,"Strong impressions of peat, coffee and curry spiced vegetables. Followed by lemon and dark chocolates. Also mild and neat farmy impressions (cabbage, stable).","Big saltiness, peat from ashes, lemon and vanilla, chocolate. All mixed together in a great fashion. With a few drops of H2O: very classic, very classy.",Long on salty and lemony notes.,,,
GJR,3548,83.0,,,,85,82,83
spatti,3548,,"Clear nose, plasma-like and very sweetly sweet, herbal notes (more herbaceous herbs like gulden, without being bitter), delicate smoky notes","light wood, smoke, delicate cereal notes","Especially the smoke is long, accompanied by soft tingling of the alcohol",,,
ctu,3549,91.0,"Fruity. Plum, cranberry and blackcurrans, raspberry, fig and date. Touch of sherry and vanilla.","Powerful, creamy. Grape, currant, cherry, lightly mint chocolate and ginger.","Long, fruity, spicy.",,,
lincolnimp,3549,92.0,,,,90,93,92
lincolnimp,3549,92.0,"Fruity with obvious depth. Butterscotch, honeycomb, plum, a little raspberry and fig with blackcurrant jam.","Nice mouthfeel, fruit waves lash the tongue ( I cannot believe I just wrote that)Creamy, very well balanced on currants, chocolate, raspberry, cherry liqueur.",Good medium length.,,,
LordBellamy,3549,94.0,,,,,,
Black Widow,3549,,,,,,,
Black Widow,3549,,,,,,,
bull10298,3549,91.0,,,,,,
markkerr02,3549,90.0,,,,,,
QuarterCentury,3549,,,,,,,
JacobaEd,3551,83.0,,,,85,82,81
Daan Tje,3551,87.0,,,,86,87,87
33rdCASK,3552,91.0,,,,91,91,90
hs305,3552,90.0,,,,,,
checkpointuk,3552,92.0,,,,,,
Oldpultnie,3553,81.0,,,,82,83,80
markjedi1,3553,79.0,,,,,,
JacobaEd,3553,81.0,,,,81,82,81
The Macallan,3553,36.0,"Slightly smokey, malty, flowery and bees wax.","Light sharp, soft fruity, slightly peaty/oaky and lightly sweet(sugary).","Smooth, soft, long, slightly fiery and develloping.",,,
stefsel111,3555,88.0,,,,88,87,88
Daan Tje,3555,87.0,,,,86,88,87
Hvdree,3555,87.0,,,,87,86,88
JacobaEd,3555,84.0,,,,85,85,83
Calmar,3556,87.0,"Open, wet, spicy wood, raisins, wood dust, carpentry workshop, sweet creamy and pastry notes, eucalyptus, coated tablets, leather goods.","Soft, rich, oak, lacquer notes, leather goods, coffee, tobacco = leaf, burnt caramel, raisins.","Light, warming, oak, leather accessories, pipe tobacco, sweet creamy caramel shades.",,,
lincolnimp,3556,87.0,,,,90,85,87
lincolnimp,3556,87.0,"Smoked meats, toffee, caramel, Christmas cake and a few Brandy notes mixed in with slight orange.Very nice.",Bitter/sweet fight from the start.My initial thought is that the bitterness wins but give it a little time and sweet toffee notes come through mixed in with with apple and orange and some cinnamon.,"Quite long, smooth and finally the sweetness wins the battle.",,,
MaltMartin,3557,87.0,Quite 'greenish' with lots of leafy notes for a start. Nettles and tomato plants. Flowers of geraniums and orchards. Apple-mint. Grassiness as well. Some yeasty off notes at the background.,"Now more on citrus fruit; peel zest, kiwi and grapefruit bitterness. Also Granny Smith apples and conference pears. Later on the palate develops more into fudgy mouthfeel with raisins, toffee and candy floss. Also honey and hints of vanilla. A bit of a unexpected rollercoaster I would say.",Medium long. Black pepper. A little cinnamon. Gingerbread. Pine at the end.,,,
dram-drinker,3557,86.0,"Grassy, leafy, hints of rubber and plastic, little raisins, spices, little citric, whiffs of old books","Pretty fresh, little fruity, citrusy, lime, oranges, spices, even some herbs","Medium long, warm, spicy",85,88,86
Baanaanaabob,3557,88.0,,,,,,
magic_slim,3557,86.0,Warming with fruity notes of orange zest. Then there are vanilla and ginger form the wood as well as green tea. Plus white rum. Harmonic and pleasant.,"Warming, velvety and well balanced with vanilla and porridge plus rum. There is definitely a fruity component as well (pears). I also get some mild crytallized honey.",Medium long on white rum. Leaves a strange layer of velvet on the tongue.,,,
MaltMartin,3559,91.0,A litte bit harsh at first. Resinous notes. Nutiness. Later on plums and prunes. Cinnamon. Also oakiness and some smoke.,Very sweet and punchy. Waxy and velvety. Apricots and plums again. Almost like cherry liqeur. Coconuts and papaya's. Gingery.,Long and warming. The sweetness remains for a long time. Gentle oak. At the end some peppery spice. It's all very complex.,,,
Baanaanaabob,3559,,,,,,,
Glenjasper,3559,90.0,,,,90,91,89
Medea,3559,89.0,,,,89,90,88
Dre73,3561,84.0,"Fruity, citrus, grapes. A bit modest, honey. A bit of alcohol. Oranges.","Pretty strong and powerful, spicy, fruity, grapes, oranges, honey. Winegums. Somehow it feels a little thin or watery.","Still some power, fruity and sweet, orange, winegums, honey. Later on more powerful. Some bitter note underneath, orange zest. Middle long.",84,83,85
palmglom,3561,85.0,,,,85,70,92
Ras Mazunga,3561,,,,,,,
ezioaudit,3562,82.0,,,,79,82,84
AdamsB,3562,83.0,"Light and gentle for a first bottling with malty goodness. Oak, Limon","Oak, Caramel, apple, limon, citrus, grapes, cinamon",The finish is fruity with apples and grapes on the palate.,81,83,85
The Macallan,3562,66.0,,,,,,
TechnOBY,3563,84.0,"harsh, fruity","fruity, rather one-dimensional",medium long,84,83,84
gerardsmike,3563,85.0,,,,85,85,84
Hvdree,3563,83.0,,,,82,83,83
Daan Tje,3563,85.0,,,,86,85,85
Dris,3565,79.0,,,,82,78,77
ctu,3565,80.0,"Sherry, cherry, peach jam, hazelnut chocolate and orange peel.","Bittersweet. Sherry, vanilla and orange peel. Salted chips and bitter liqueurs.","Medium length, oaky, spicy.",81,80,79
AladdinVonSane,3565,80.0,"Dominated by sherry, it's incredibly fruity","The fruit is confirmed, sherry too.  Orange, vanilla, pastry on pie","A little poor aromatically despite a good length in the mouth, finish dominated by vanilla",,,
Allandale,3565,84.0,Sherry tones. Apricot jam. Morello cherries. Pipe tobacco.,Seville oranges. Candied orange peels in mincemeat. Mince pies.,Roots. Liquorice. Lingering.,,,
Pépé,3565,82.0,"A little chocolate, a lot of hazelnuts. A lot of vanilla, we smell candied orange, a hint of varnish.  Sympatoche, although a little dark and withdrawn.","In the mouth it is very, too bitter. Bitter orange, a lot of hazelnuts still. It's calm and bitter.  We really fall back to the nose.","Average length, we stay on the wood and hazelnut.",,,
dRambo,3566,50.0,,,,70,40,40
Glenjasper,3566,68.0,,,,65,75,63
DocF,3566,40.0,"Mon Cheri including cherry brandy, beet herb, Jägermeister, mushy pears, gingerbread, jam on cookies after baking. Cinnamon.","Plastic, bitter and sour, tree sap, but more as if you had sucked on the branches, rotten orange. Afterwards a handful of ashes.","Thin and at the same time disgustingly bitter and sour, burned with artificial fruit notes, burned plastic. Balsamic vinegar, liquorice.",,,
Glenjasper,3566,68.0,,,,65,75,63
Hvdree,3566,70.0,,,,70,68,72
VWWW,3566,67.0,,,,,,
rvriet,3566,,"sweet, sherry",like biting in a piece of charcoal,just charcoal,,,
Melvin,3568,82.0,,,,,,
Jackson05,3569,87.0,"Big fat honey notes, Honey Nut Cheerios. It’s hotter than the abv indicates. That is to say prickly ginger powder, pepper..","Quite punchy, okay notes and some bitter wood oil extracts (cannabis). Mouthfeel is fat oily and honeyed.","Old oak, cannabis, fairly bitter, black tea bag, drying. The oak takes over. Still some honey and cream, but also spice.",88,88,86
lachaineduwhisky,3569,,"Light and delicate, cinnamon, fruit cream behind and toffee.  A little water to reveal pineapple and lime.","Sweet, easy, very well integrated alcohol. Juicy and melted.","Landing a little steep in comparison with the above: spices profusely.  With water, it's more opulent and persistent.",,,
Rosebank88,3569,89.0,"First, glasses cleaning cloths, then very fresh and always sweeter. Scented candles-like. Is becoming more and more mature with Potpurri, roses, fully ripe nectarines, peach leaves and grass. Later also bananas, citrus zests a trace of smoke as well as malty Druscharomen or malt coffee. Overall remarkably complex, teasing and almost playful. With water: more complex. Oatmeal, malted coffee, linen, dry leaves and delicate smoke.","Soft and oily in the body. Wirr structured but thereby absolutely unique and exciting. Very lively and fragrant. Grassy freshness, hay, citrus notes, malt and delicate smoke. With water: scented hay, malt and new linen bag.","Long, pleasantly dry and hay-like.",,,
hs305,3569,90.0,,,,,,
Nimrod77,3569,90.0,"Fruit basket! Yes, that's just to my liking. Mandarin, apricot, ripe apples, a nice citrus note as the basic note. Like that. At the beginning still accompanied by a bit OBF, but quickly vanishes. The Bladnoch is then a little sweeter (white chocolate?), It adds a touch of glue. No, not really glue, that sounds too much like solvent. It's more of something like the smell you might know about children's plasters. Interesting and not really unpleasant in the nose. If you smell it intensively, you will notice the alcohol. White pepper and ginger in the nose. Great tennis.","Also in the mouth a good portion of fruit. Less citrus than in the nose, but more apricots and apples (Pink Lady?). A flowery note that somehow reminds me of wet hay. Bright grapes and somehow ..... ""old"". Well, 22 years old, but it tastes a bit older I think. Blind, I would have typed certainly to about 30 years. Milk chocolate and a bit maritime. Somehow I think we have some older Taliskers that I was already allowed to try. At the end again some sharpness, ginger or pepper and then ..... huh? Is that'n Bowmore? Lavender ??? Luckily, that's not a problem, because this perfumed note has never really inspired me. Here, however, it is embedded quite harmoniously, and I like it well.  It gets pretty bitter with a little water, like a strong coffee.","Long, rather long and fruity-sweet with a persistent, subliminal note of lavender. Here is the lavender then a little too intrusive.",,,
Arranthony_Moray,3569,93.0,,,,94,96,98
st7,3570,85.0,,,,84,86,86
Sjors,3570,,,,,,,
Feusi,3570,82.0,,,,,,
Feusi,3570,82.0,,,,,,
Arctic,3570,90.0,,,,,,
ardpeat,3570,87.0,,,,,,
hsmithjr,3570,86.0,,,,,,
mr.p9,3571,82.0,,,,82,83,82
Mannix65,3573,86.0,,,,86,85,87
Barbone,3573,85.0,,,,87,84,85
Rambojunior83,3573,86.0,,,,88,84,86
